id,weeklong_id,user_id,player_code,type,status,poisoned,points,kills,starve_date
173,4,321,4160a,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
174,4,186,3f29e,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
175,4,322,03d3d,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
176,4,144,c439c,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
177,4,324,17e4d,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
178,4,326,ee291,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
179,4,329,a9db5,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
180,4,331,07aea,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
181,4,330,fe22b,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
182,4,332,a88e6,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
183,4,333,54aef,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
184,4,334,30582,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
185,4,335,37e22,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
186,4,336,b0be5,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
187,4,337,82fca,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
188,4,338,b3d7d,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
189,4,339,1ebe4,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
190,4,340,e5497,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
191,4,341,4c396,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
192,4,61,eecc3,normal,zombie,0,90,1,"2019-04-21 03:00:08"
193,4,342,797d5,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
194,4,344,aaf69,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
195,4,345,122f2,normal,deceased,0,10,1,"2019-04-18 07:57:45"
196,4,346,fa391,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
197,4,347,1bba3,starved,deceased,0,10,0,"2019-04-19 15:00:18"
198,4,350,39676,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
199,4,351,eac91,normal,zombie,0,225,0,"2019-04-20 13:35:54"
200,4,352,af535,normal,zombie,0,175,0,"2019-04-20 15:00:08"
201,4,241,93ee1,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
202,4,111,92b72,oz,deceased,0,50,0,"2019-04-18 06:09:31"
203,4,354,1533d,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
204,4,356,5db85,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
